camera_id,age_days,daily_usage_hours,avg_temperature_c,avg_humidity_percent,vibration_level,signal_strength_dbm,avg_power_consumption_w,firmware_version,camera_type,location_type,manufacturer,weather_exposure,needs_maintenance
CAM_007762,181,1029,25.9,68.4,0.28,-54.4,13.2,2,PTZ,Warehouse,Dahua,Low,0
CAM_029632,540,1052,17.5,35.3,0.16,-66.3,13.6,2,Dome,Indoor,Bosch,High,0
CAM_008145,8,960,26.3,64.5,0.04,-53.1,8.7,2,PTZ,Outdoor_Commercial,Bosch,Low,0
CAM_040439,482,988,21.7,71.5,0.19,-50.9,14.4,6,Bullet,Outdoor_Commercial,Dahua,High,0
CAM_013039,641,968,20.4,76.6,0.22,-60.3,12.7,6,Dome,Outdoor_Residential,Dahua,High,0
CAM_034037,305,883,20.6,45.7,1.98,-63.6,11.2,9,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_036290,70,969,34.8,44.7,0.13,-57.7,20.4,6,Dome,Outdoor_Commercial,Dahua,High,0
CAM_027907,135,1064,15.1,66.7,0.21,-48.9,11.0,8,Dome,Indoor,Hikvision,High,0
CAM_024656,1687,924,21.5,31.0,0.7,-47.5,18.0,5,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_016993,35,988,28.6,59.0,0.32,-62.2,18.9,9,Dome,Indoor,Axis,Low,0
CAM_005345,281,1078,19.3,74.8,0.07,-48.5,16.6,6,Dome,Outdoor_Commercial,Axis,High,0
CAM_005165,1524,981,15.5,91.9,1.06,-49.8,18.0,7,PTZ,Outdoor_Residential,Bosch,High,0
CAM_034825,1907,1026,23.6,38.1,0.3,-49.2,12.0,2,Dome,Outdoor_Residential,Hikvision,High,0
CAM_001675,132,1097,19.8,71.2,0.23,-59.4,11.5,10,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_031689,674,920,17.7,66.1,1.12,-62.7,10.6,1,PTZ,Indoor,Hikvision,Low,0
CAM_004146,39,1038,10.1,46.6,0.15,-58.0,16.0,3,Bullet,Indoor,Hikvision,High,0
CAM_031935,625,1150,24.8,56.5,0.06,-44.2,19.2,7,PTZ,Outdoor_Residential,Bosch,Low,0
CAM_018393,223,1056,27.8,50.3,0.08,-49.3,15.2,8,PTZ,Warehouse,Bosch,Medium,1
CAM_004707,79,1047,21.3,57.9,0.52,-56.2,14.5,8,Bullet,Indoor,Axis,Medium,0
CAM_002585,357,1023,19.9,56.3,0.78,-47.8,13.9,1,Thermal,Outdoor_Residential,Dahua,Medium,0
CAM_028117,992,1035,25.3,47.2,0.34,-62.2,19.5,4,Bullet,Outdoor_Residential,Hikvision,High,0
CAM_042179,126,974,20.7,57.5,1.36,-55.7,15.3,4,PTZ,Outdoor_Commercial,Hikvision,Medium,0
CAM_031618,220,1036,15.6,56.7,0.23,-55.3,16.2,2,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_035763,438,954,6.4,68.4,0.04,-46.9,14.2,2,Dome,Indoor,Dahua,Medium,0
CAM_022581,534,958,18.2,76.1,0.12,-53.9,21.2,9,PTZ,Outdoor_Commercial,Dahua,Medium,0
CAM_013835,357,1004,32.0,83.6,1.53,-67.7,13.6,4,PTZ,Outdoor_Residential,Hikvision,High,0
CAM_012044,473,1095,4.0,67.2,0.52,-53.7,15.1,7,Dome,Outdoor_Commercial,Bosch,Medium,0
CAM_030767,100,1005,17.5,31.7,0.6,-42.9,12.2,4,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_007128,143,983,29.0,55.8,0.19,-61.4,18.5,7,Dome,Outdoor_Commercial,Axis,Low,1
CAM_022783,51,1080,29.5,43.9,0.26,-63.7,14.2,4,Dome,Outdoor_Commercial,Axis,High,0
CAM_023250,1252,922,14.5,71.9,0.31,-65.2,20.6,4,Dome,Outdoor_Commercial,Axis,High,0
CAM_023885,785,1158,19.9,58.4,1.15,-59.2,12.9,4,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_040093,540,992,28.7,47.5,0.31,-74.4,17.3,4,Dome,Warehouse,Dahua,Low,0
CAM_031011,33,1058,32.8,76.3,0.33,-50.6,15.9,10,Bullet,Outdoor_Residential,Axis,High,0
CAM_012082,19,1011,12.9,62.2,1.41,-63.0,19.3,10,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_007786,152,1013,15.0,81.6,0.16,-47.2,17.1,10,Dome,Indoor,Bosch,High,0
CAM_005729,939,969,21.3,62.0,0.31,-58.6,13.5,3,Dome,Indoor,Axis,Medium,0
CAM_013963,12,1010,21.2,64.1,0.29,-61.1,16.7,9,PTZ,Outdoor_Residential,Axis,High,0
CAM_049261,114,959,15.3,72.5,0.05,-57.6,14.2,4,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_005121,943,930,34.8,70.4,0.16,-48.0,13.9,5,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_010339,714,957,19.0,61.3,1.89,-39.8,14.3,4,Dome,Outdoor_Commercial,Axis,Low,0
CAM_002820,951,992,14.3,37.3,0.36,-37.3,18.1,9,Dome,Indoor,Hikvision,Low,0
CAM_032607,170,924,20.6,67.3,0.63,-54.7,15.4,1,Dome,Outdoor_Residential,Hikvision,High,0
CAM_001034,29,995,19.2,83.0,0.13,-51.7,15.8,4,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_000233,247,1001,13.9,38.7,0.04,-63.1,12.3,1,Bullet,Outdoor_Residential,Dahua,High,1
CAM_020696,120,944,12.8,73.8,0.57,-41.9,15.6,4,Dome,Outdoor_Commercial,Hikvision,High,1
CAM_045286,609,1056,21.0,59.8,0.01,-64.2,15.5,10,PTZ,Outdoor_Residential,Bosch,Medium,0
CAM_029064,182,967,11.0,65.7,1.3,-49.1,18.9,10,Dome,Outdoor_Residential,Dahua,Low,0
CAM_016381,334,998,21.1,78.1,0.7,-55.3,15.3,6,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_036641,1673,954,27.7,76.4,0.14,-48.9,11.8,8,Dome,Outdoor_Residential,Hikvision,Medium,0
CAM_011933,64,931,18.8,39.0,0.92,-51.4,14.7,8,Dome,Indoor,Axis,Low,0
CAM_049557,114,1009,29.3,77.4,0.63,-52.6,9.1,9,Bullet,Indoor,Hikvision,High,1
CAM_001319,22,1031,21.2,65.8,0.84,-57.1,15.4,10,Bullet,Warehouse,Dahua,Low,0
CAM_019421,282,988,13.3,46.6,0.28,-50.1,15.2,1,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_014194,37,960,30.1,91.7,0.21,-55.8,13.1,10,PTZ,Outdoor_Residential,Bosch,Low,0
CAM_027211,8,1080,24.2,70.4,0.32,-43.6,17.6,6,Bullet,Indoor,Dahua,Medium,1
CAM_023943,14,1019,32.5,87.3,0.03,-44.3,12.3,2,Bullet,Indoor,Dahua,Low,1
CAM_030570,522,1073,24.6,64.1,1.3,-55.8,12.3,3,Dome,Outdoor_Commercial,Hikvision,High,0
CAM_024191,448,1040,25.0,66.5,0.06,-61.7,15.2,4,Bullet,Indoor,Hikvision,Low,0
CAM_042795,1878,1014,13.4,41.1,0.62,-64.0,16.7,7,Bullet,Outdoor_Residential,Axis,High,0
CAM_023407,582,1042,15.7,75.4,0.18,-58.8,16.1,9,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_000756,353,966,19.9,65.5,0.03,-60.4,7.5,3,PTZ,Warehouse,Dahua,Low,0
CAM_027669,81,907,29.7,63.8,0.04,-61.4,15.9,7,Bullet,Outdoor_Commercial,Axis,Medium,1
CAM_005553,344,971,39.1,59.5,0.24,-55.8,13.9,2,Bullet,Outdoor_Residential,Bosch,Low,0
CAM_033456,42,951,26.9,61.5,0.14,-49.0,14.0,6,PTZ,Outdoor_Residential,Axis,Low,0
CAM_041063,14,1016,21.4,61.0,0.08,-52.9,16.7,10,Dome,Outdoor_Residential,Hikvision,Medium,0
CAM_018337,85,1032,35.7,57.2,0.12,-47.0,10.6,3,Dome,Warehouse,Axis,Low,0
CAM_005042,77,1006,18.3,69.9,0.52,-46.7,12.2,8,Dome,Indoor,Dahua,Low,1
CAM_020135,28,1080,18.5,68.3,0.46,-55.6,11.9,7,Dome,Outdoor_Residential,Axis,Medium,1
CAM_006491,129,1030,30.6,74.8,0.28,-64.2,17.7,5,Bullet,Outdoor_Residential,Dahua,Low,0
CAM_018129,469,975,19.5,77.5,0.22,-54.3,19.5,1,Dome,Warehouse,Dahua,High,0
CAM_030128,631,1048,15.5,76.9,0.01,-63.9,15.2,7,Dome,Outdoor_Commercial,Dahua,Low,0
CAM_038903,737,941,13.9,93.6,1.04,-44.5,12.7,9,Dome,Indoor,Bosch,Low,0
CAM_014129,119,1046,17.3,48.2,0.07,-60.3,12.2,1,Dome,Indoor,Dahua,Low,0
CAM_028147,323,965,12.2,62.0,0.52,-44.1,14.4,10,Dome,Warehouse,Hikvision,Low,0
CAM_006689,27,1017,21.8,56.2,1.22,-49.4,11.4,4,Bullet,Warehouse,Hikvision,High,1
CAM_009693,684,934,33.4,27.3,0.72,-51.2,10.0,4,Bullet,Warehouse,Hikvision,Low,0
CAM_039652,318,1008,10.0,70.7,0.73,-49.0,14.4,5,PTZ,Indoor,Hikvision,Low,0
CAM_000811,666,959,21.7,43.4,0.07,-59.2,20.2,10,Dome,Outdoor_Commercial,Dahua,Medium,0
CAM_028624,591,1058,29.2,87.9,0.87,-42.6,18.1,10,Dome,Indoor,Axis,Low,0
CAM_027745,84,944,27.6,70.7,0.6,-46.9,13.8,5,PTZ,Indoor,Hikvision,Low,0
CAM_023713,291,988,19.7,72.5,0.2,-55.4,10.6,4,Dome,Indoor,Hikvision,High,0
CAM_013504,47,1006,10.0,25.2,0.04,-66.7,9.6,6,Dome,Outdoor_Residential,Axis,Low,0
CAM_013797,317,984,31.4,74.3,0.72,-47.3,14.6,3,Dome,Outdoor_Residential,Axis,Low,0
CAM_033256,1631,938,20.1,20.2,0.41,-62.5,10.6,8,Bullet,Indoor,Dahua,Low,0
CAM_009720,536,1022,31.4,87.8,0.15,-50.7,17.3,6,PTZ,Outdoor_Commercial,Bosch,Medium,0
CAM_044136,126,1042,12.9,68.8,0.59,-59.0,18.0,3,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_008317,501,1024,20.8,72.7,0.0,-61.3,20.0,9,Dome,Indoor,Hikvision,Low,0
CAM_036325,179,978,11.7,70.6,0.22,-53.7,15.7,10,Dome,Indoor,Dahua,Low,0
CAM_048421,81,1022,23.6,81.3,0.02,-45.1,12.7,2,Bullet,Outdoor_Residential,Dahua,Medium,0
CAM_039927,104,986,24.5,38.8,0.05,-46.3,16.7,2,Dome,Outdoor_Residential,Bosch,Medium,1
CAM_002630,365,989,6.1,54.8,0.18,-46.4,9.0,3,Bullet,Indoor,Hikvision,High,0
CAM_018014,85,980,29.4,78.1,0.16,-54.8,18.0,10,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_024531,704,1044,18.5,78.9,0.1,-61.4,14.0,6,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_008677,451,922,18.3,58.3,0.46,-48.8,14.6,5,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_001618,297,1100,22.4,83.6,1.17,-50.7,13.6,4,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_021723,534,935,19.9,51.0,0.7,-61.9,19.3,2,Thermal,Indoor,Dahua,High,0
CAM_020564,344,1023,32.2,88.4,0.32,-43.4,19.1,6,PTZ,Warehouse,Hikvision,Low,0
CAM_016171,386,974,29.5,84.7,0.99,-59.8,14.7,6,Dome,Indoor,Axis,Low,0
CAM_008489,72,977,24.9,62.2,0.52,-46.7,18.1,7,PTZ,Outdoor_Residential,Dahua,Low,1
CAM_016338,285,952,16.2,61.8,0.93,-49.7,11.4,5,Dome,Outdoor_Residential,Hikvision,High,1
CAM_005455,89,1051,26.4,56.3,0.1,-62.6,14.7,4,Dome,Outdoor_Residential,Dahua,High,0
CAM_035813,723,922,22.6,48.0,0.03,-56.1,15.4,3,Bullet,Outdoor_Commercial,Hikvision,High,0
CAM_048471,67,948,29.4,85.4,0.51,-49.3,14.0,6,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_022750,538,984,16.3,61.7,0.95,-63.3,17.0,3,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_007831,194,1044,15.8,56.2,1.07,-50.3,10.3,7,Bullet,Outdoor_Residential,Axis,Low,0
CAM_016694,557,987,28.1,69.9,1.28,-49.1,17.7,2,Bullet,Outdoor_Residential,Axis,Low,0
CAM_023467,174,1018,30.2,34.4,0.1,-52.9,12.3,1,Dome,Warehouse,Axis,Medium,0
CAM_005627,152,1025,18.6,59.9,0.68,-64.4,19.2,7,PTZ,Outdoor_Commercial,Bosch,Medium,0
CAM_004222,832,1046,33.3,67.1,2.48,-55.2,10.4,7,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_035609,663,1096,28.1,76.3,0.27,-60.0,14.9,2,Dome,Indoor,Axis,Low,0
CAM_021130,1081,993,9.1,18.8,0.18,-48.3,11.4,7,Bullet,Warehouse,Axis,Medium,0
CAM_018856,63,984,15.6,47.8,0.06,-57.4,17.4,7,Dome,Outdoor_Residential,Bosch,High,0
CAM_042678,262,1020,23.3,61.0,0.37,-75.3,18.1,5,PTZ,Outdoor_Residential,Hikvision,Medium,0
CAM_010639,112,973,14.4,78.6,0.82,-51.8,17.2,4,Dome,Indoor,Dahua,High,0
CAM_010613,156,947,15.1,40.0,0.65,-48.8,16.3,8,PTZ,Indoor,Axis,Low,0
CAM_045809,186,1053,22.4,69.1,0.24,-48.3,11.9,4,PTZ,Outdoor_Commercial,Dahua,Medium,0
CAM_018478,341,979,16.9,51.7,1.71,-58.7,14.6,8,PTZ,Indoor,Hikvision,Low,0
CAM_005762,1031,1086,13.6,64.9,0.03,-57.1,13.0,5,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_026689,595,1049,16.4,81.0,0.26,-50.8,12.2,7,Bullet,Indoor,Axis,Low,0
CAM_044532,222,949,25.4,67.5,0.67,-50.0,11.9,3,Dome,Indoor,Dahua,Medium,0
CAM_045317,473,875,20.6,32.4,0.02,-42.6,12.2,5,PTZ,Outdoor_Commercial,Axis,High,1
CAM_044236,899,1037,15.3,44.1,0.48,-57.4,15.6,1,Bullet,Warehouse,Axis,Medium,0
CAM_017596,73,1014,28.1,71.0,1.05,-56.6,15.3,1,PTZ,Outdoor_Residential,Dahua,Medium,0
CAM_045087,750,979,30.3,74.5,0.08,-52.7,6.1,5,Dome,Outdoor_Residential,Hikvision,Low,0
CAM_040910,410,1025,21.7,79.8,1.19,-62.1,16.4,7,PTZ,Indoor,Hikvision,High,0
CAM_022038,176,1029,27.1,56.9,0.03,-50.3,16.1,4,Dome,Outdoor_Residential,Bosch,Low,0
CAM_023254,27,930,29.3,63.8,0.03,-57.6,16.0,10,Dome,Outdoor_Residential,Axis,Medium,0
CAM_045133,1238,989,3.6,24.9,0.3,-61.3,10.5,9,Bullet,Indoor,Dahua,Medium,0
CAM_027771,263,1053,6.9,72.0,0.12,-55.7,13.4,1,Bullet,Outdoor_Residential,Hikvision,High,1
CAM_010276,356,1006,32.6,76.5,0.25,-58.1,12.6,5,Thermal,Outdoor_Commercial,Hikvision,High,0
CAM_010241,87,1026,14.3,49.8,0.09,-62.9,11.4,3,Bullet,Warehouse,Axis,High,1
CAM_000210,290,979,17.9,77.3,0.02,-53.4,15.7,7,Dome,Outdoor_Residential,Axis,Medium,0
CAM_028976,26,1028,22.3,63.9,0.94,-55.2,13.6,4,PTZ,Warehouse,Hikvision,Low,0
CAM_039435,1,924,17.2,89.5,0.54,-39.5,15.0,4,PTZ,Warehouse,Dahua,Low,1
CAM_043447,1064,1030,18.4,31.2,1.28,-48.6,20.0,1,Dome,Indoor,Axis,Medium,0
CAM_043061,76,1001,25.2,36.9,0.07,-70.5,11.7,10,PTZ,Indoor,Axis,Medium,0
CAM_036050,811,1014,22.8,58.0,0.97,-74.1,15.6,6,Dome,Warehouse,Axis,Low,0
CAM_013687,1505,1018,19.6,68.1,0.58,-61.7,10.4,8,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_026071,1383,986,30.3,64.2,0.9,-64.0,16.4,7,Dome,Indoor,Hikvision,Low,0
CAM_003022,422,889,16.1,56.0,0.73,-61.3,13.7,6,Dome,Indoor,Dahua,High,0
CAM_004110,302,976,25.4,73.9,0.07,-56.7,11.6,2,Bullet,Outdoor_Commercial,Hikvision,High,0
CAM_019011,466,1002,14.9,38.9,0.24,-49.3,12.0,4,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_015838,1035,1011,13.9,63.2,1.96,-54.1,16.2,4,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_046039,59,982,20.8,91.7,0.29,-55.8,14.8,9,Bullet,Indoor,Dahua,Low,0
CAM_006756,661,1013,29.3,84.9,0.54,-48.0,12.1,5,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_018806,1553,1044,4.6,72.0,0.0,-57.7,15.2,7,Bullet,Outdoor_Residential,Axis,Low,0
CAM_032676,58,1003,36.9,27.5,1.09,-68.0,19.1,10,Bullet,Warehouse,Dahua,Medium,0
CAM_042726,43,1061,33.7,48.8,0.62,-54.7,15.8,10,Bullet,Outdoor_Commercial,Axis,High,0
CAM_011065,34,992,34.4,85.5,0.23,-51.1,7.5,3,Dome,Indoor,Hikvision,Medium,0
CAM_017179,652,977,37.0,71.8,1.93,-54.6,13.9,9,Dome,Indoor,Axis,Low,0
CAM_027737,288,1010,21.7,82.3,1.01,-41.3,12.7,1,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_024456,360,971,33.7,63.5,0.46,-39.9,15.1,6,PTZ,Warehouse,Dahua,Medium,0
CAM_036004,662,855,12.2,56.5,0.93,-55.5,16.0,7,Dome,Outdoor_Residential,Axis,High,0
CAM_036082,114,1043,45.0,76.9,0.09,-72.4,10.8,9,Bullet,Outdoor_Residential,Hikvision,High,0
CAM_041990,50,967,28.3,65.3,0.21,-58.7,13.2,10,PTZ,Indoor,Axis,Low,0
CAM_014411,587,985,15.4,51.3,1.03,-55.4,18.9,2,Bullet,Warehouse,Hikvision,Low,0
CAM_008530,877,945,29.8,74.0,1.33,-49.6,17.3,3,Dome,Outdoor_Residential,Axis,Medium,0
CAM_033306,932,970,16.0,69.4,1.05,-56.0,17.8,1,Dome,Indoor,Hikvision,Medium,0
CAM_023783,467,973,19.4,77.9,0.46,-59.3,11.8,5,Bullet,Indoor,Axis,High,0
CAM_014337,1602,969,24.4,20.1,0.51,-54.8,15.6,10,Bullet,Warehouse,Dahua,Low,0
CAM_022954,127,998,20.4,78.1,0.02,-59.3,15.2,10,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_036823,399,980,12.5,67.3,0.12,-45.6,8.2,8,Bullet,Indoor,Hikvision,Low,0
CAM_011450,69,991,25.3,35.4,1.13,-60.1,17.9,4,Dome,Outdoor_Residential,Dahua,High,0
CAM_007258,465,1019,14.3,33.7,0.03,-51.4,15.4,9,Dome,Indoor,Dahua,High,0
CAM_042764,73,949,16.3,67.6,0.2,-47.5,17.9,4,Bullet,Outdoor_Residential,Hikvision,Medium,0
CAM_049141,48,1128,30.5,68.7,0.53,-47.6,12.3,6,Dome,Warehouse,Hikvision,Medium,1
CAM_018603,375,938,37.1,93.7,1.83,-74.9,10.4,5,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_003031,197,969,12.4,57.4,0.0,-57.1,12.0,6,Bullet,Outdoor_Residential,Dahua,High,1
CAM_046317,80,959,25.1,40.1,0.53,-61.5,7.2,4,Dome,Outdoor_Commercial,Dahua,Low,0
CAM_007229,200,1007,21.4,70.0,1.2,-50.5,17.7,4,Bullet,Warehouse,Hikvision,Low,0
CAM_000116,594,976,26.8,92.2,0.34,-57.6,16.4,9,Bullet,Warehouse,Hikvision,Low,0
CAM_009246,245,1021,13.0,59.7,0.12,-66.8,12.8,5,Dome,Outdoor_Residential,Hikvision,Medium,0
CAM_019475,28,1058,26.0,68.9,0.54,-60.9,13.5,6,PTZ,Outdoor_Residential,Axis,Low,0
CAM_018809,616,952,34.4,36.3,0.16,-53.5,14.7,7,Dome,Outdoor_Commercial,Dahua,High,0
CAM_024556,78,1031,22.3,48.5,0.65,-40.4,15.0,6,PTZ,Outdoor_Residential,Axis,Medium,0
CAM_003795,392,1009,25.1,85.5,0.31,-60.8,11.7,6,Dome,Warehouse,Bosch,Low,0
CAM_046265,335,974,21.6,27.1,1.67,-56.4,18.4,5,PTZ,Outdoor_Commercial,Dahua,Low,0
CAM_047402,619,1039,23.9,54.6,1.37,-71.5,15.8,3,Dome,Outdoor_Residential,Axis,High,0
CAM_012414,56,933,29.5,80.5,0.21,-67.9,20.4,6,Thermal,Outdoor_Commercial,Hikvision,Medium,0
CAM_005879,244,969,19.2,64.1,0.17,-54.4,16.2,10,PTZ,Warehouse,Hikvision,Medium,0
CAM_013396,290,1016,29.0,49.0,0.67,-54.0,19.4,1,PTZ,Outdoor_Residential,Bosch,Medium,0
CAM_030392,294,1031,12.0,87.1,0.22,-77.3,18.4,4,Dome,Outdoor_Commercial,Dahua,Low,0
CAM_038491,114,947,16.6,88.2,0.0,-50.0,11.6,10,PTZ,Outdoor_Residential,Dahua,Medium,0
CAM_006802,90,992,45.0,38.3,0.54,-43.4,12.7,3,Dome,Warehouse,Bosch,Low,1
CAM_025304,493,997,33.8,72.9,2.5,-55.4,13.0,1,Bullet,Outdoor_Residential,Bosch,Medium,0
CAM_034697,367,1080,24.9,77.1,0.79,-71.4,13.0,6,PTZ,Outdoor_Residential,Hikvision,Medium,0
CAM_008586,754,930,5.9,65.6,0.82,-44.4,11.4,3,Dome,Warehouse,Hikvision,High,1
CAM_045078,239,986,20.6,47.4,1.73,-45.0,19.4,1,Bullet,Outdoor_Residential,Hikvision,High,0
CAM_048407,215,990,21.6,61.5,0.08,-38.4,15.6,8,Dome,Indoor,Hikvision,Low,0
CAM_005625,677,990,25.7,73.6,1.11,-46.2,13.7,7,Bullet,Outdoor_Residential,Hikvision,Low,0
CAM_010342,55,985,28.9,71.8,0.37,-73.4,13.2,6,Dome,Outdoor_Residential,Axis,High,0
CAM_015695,268,1030,17.4,83.1,1.1,-66.5,15.5,7,Dome,Outdoor_Commercial,Hikvision,High,0
CAM_017258,605,1015,13.2,79.8,0.64,-57.3,18.2,3,Bullet,Outdoor_Commercial,Hikvision,Low,0
CAM_034824,58,929,21.8,30.5,0.0,-57.2,9.7,2,PTZ,Outdoor_Residential,Dahua,Low,1
CAM_039719,581,995,14.1,58.0,0.63,-68.8,13.4,2,PTZ,Outdoor_Residential,Dahua,High,0
CAM_047284,90,993,17.5,83.1,0.13,-62.2,8.2,4,PTZ,Outdoor_Residential,Dahua,Medium,0
CAM_035249,297,1032,18.1,26.0,0.3,-41.2,11.6,7,Bullet,Indoor,Axis,High,0
CAM_005920,42,932,15.6,50.4,0.25,-52.0,10.3,2,Dome,Indoor,Dahua,High,0
CAM_014625,264,958,14.1,93.5,0.27,-61.1,15.4,9,PTZ,Warehouse,Axis,Medium,0
CAM_016113,2301,958,11.5,57.7,0.29,-61.3,10.8,10,Dome,Outdoor_Residential,Axis,Low,0
CAM_007266,77,1077,32.3,44.7,0.14,-62.5,18.9,6,Dome,Warehouse,Axis,Low,0
CAM_036754,107,920,17.9,69.5,1.35,-47.5,14.1,7,Dome,Warehouse,Hikvision,High,0
CAM_014982,1698,1040,21.3,64.8,0.05,-49.1,14.7,4,PTZ,Indoor,Hikvision,Low,0
CAM_000075,476,1043,44.5,88.3,0.28,-41.4,17.2,3,Dome,Warehouse,Hikvision,High,0
CAM_035250,784,992,30.3,76.5,1.15,-57.6,11.4,2,Bullet,Warehouse,Hikvision,Medium,0
CAM_026830,828,1005,20.6,84.5,1.1,-58.1,18.6,5,Bullet,Outdoor_Commercial,Hikvision,Medium,0
CAM_044839,519,1024,29.0,51.0,0.17,-46.3,17.6,3,Thermal,Indoor,Hikvision,Medium,0
CAM_001124,388,970,25.4,77.6,1.23,-39.3,15.3,6,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_025981,178,1052,19.9,89.1,0.1,-62.3,6.9,3,Bullet,Outdoor_Residential,Bosch,Medium,0
CAM_042314,253,1014,15.6,53.6,0.47,-58.1,16.7,3,Dome,Outdoor_Residential,Hikvision,High,1
CAM_016454,28,1015,34.5,53.5,0.07,-56.3,18.3,3,Bullet,Outdoor_Commercial,Axis,Low,0
CAM_045755,555,1037,11.9,51.4,0.24,-44.3,14.8,9,PTZ,Warehouse,Dahua,Medium,0
CAM_006427,531,1009,22.0,70.8,0.11,-53.6,19.3,9,Dome,Outdoor_Commercial,Hikvision,Medium,0
CAM_027934,132,1067,33.2,88.0,0.78,-58.8,17.9,7,Dome,Outdoor_Commercial,Axis,Low,0
CAM_030843,42,985,22.3,47.5,0.32,-55.5,13.8,3,Dome,Indoor,Dahua,Low,0
CAM_030081,941,1033,29.1,50.7,0.06,-61.4,14.9,1,PTZ,Warehouse,Hikvision,Medium,0
CAM_015006,108,1008,14.7,65.9,2.22,-45.1,18.4,4,Dome,Outdoor_Commercial,Dahua,Low,0
CAM_034082,305,993,16.6,48.5,0.6,-40.7,12.2,5,Bullet,Outdoor_Residential,Axis,Medium,0
CAM_040402,1538,1110,18.7,50.6,0.25,-43.7,13.7,8,Bullet,Outdoor_Residential,Axis,High,0
CAM_047394,16,1036,29.9,76.7,0.18,-47.1,18.8,8,Bullet,Outdoor_Commercial,Dahua,Medium,0
CAM_028703,20,1020,31.9,75.9,0.78,-68.4,22.0,6,PTZ,Outdoor_Residential,Hikvision,Low,1
CAM_035848,109,992,30.5,63.3,0.41,-60.0,11.2,3,Bullet,Outdoor_Commercial,Dahua,Low,0
CAM_047720,491,980,28.2,63.8,0.25,-55.3,10.4,1,Bullet,Outdoor_Commercial,Bosch,Medium,0
CAM_029395,221,1009,22.1,71.9,0.02,-58.6,10.3,6,Bullet,Indoor,Axis,Low,0
CAM_014579,90,1032,22.5,48.3,0.97,-40.9,15.2,1,Dome,Indoor,Dahua,Medium,0
CAM_017900,21,960,22.8,71.7,0.16,-61.1,14.1,8,Bullet,Indoor,Bosch,Low,0
CAM_000194,151,1072,33.6,56.0,0.23,-60.9,13.5,8,Dome,Outdoor_Commercial,Axis,Medium,0
CAM_048182,834,973,20.1,75.0,0.19,-67.0,15.3,5,PTZ,Outdoor_Residential,Axis,Low,0
CAM_030799,511,1056,11.9,52.6,0.13,-52.6,15.7,9,Bullet,Outdoor_Commercial,Axis,Medium,0
CAM_019219,63,956,15.1,62.6,0.9,-57.4,14.9,9,Dome,Indoor,Axis,Medium,0
CAM_046098,469,977,14.5,91.7,0.27,-47.9,17.5,6,Dome,Warehouse,Axis,Medium,0
CAM_002813,64,1028,13.0,66.5,0.64,-68.9,14.0,4,Bullet,Warehouse,Bosch,Low,0
CAM_020370,43,976,23.1,68.2,0.05,-50.2,12.5,7,Dome,Outdoor_Residential,Hikvision,Medium,0
CAM_006537,799,962,20.2,54.3,0.04,-55.0,19.0,9,Bullet,Indoor,Dahua,Low,0
CAM_002664,341,1117,23.5,65.0,1.41,-52.5,14.8,9,Bullet,Indoor,Bosch,Low,0
CAM_022856,384,937,5.3,83.8,0.52,-53.2,12.2,5,Bullet,Indoor,Hikvision,Medium,0
CAM_011617,13,1003,18.7,47.0,0.53,-62.0,16.5,5,Thermal,Indoor,Bosch,Medium,0
CAM_002952,457,938,24.1,66.6,0.39,-56.6,11.7,1,Bullet,Outdoor_Commercial,Bosch,Medium,0
CAM_045701,58,1079,13.0,52.7,0.33,-68.5,11.1,4,Dome,Outdoor_Commercial,Hikvision,Low,0
CAM_012058,48,943,25.7,55.2,0.52,-60.4,12.8,2,Bullet,Outdoor_Residential,Hikvision,High,0
